id_matricula,id_aluno,id,Column1,co_uf_nasc,co_uf_end,co_curso_educ_profissional,co_municipio_end,co_municipio_nasc,co_pais_origem,in_autismo,in_baixa_visao,in_cegueira,in_def_auditiva,in_def_fisica,in_def_intelectual,in_def_multipla,in_surdez,in_surdocegueira,nome_escola_id,nu_ano,nu_ano_censo,nu_dias_atividade,nu_dur_aee_outras_redes,nu_dur_ativ_comp_outras_redes,nu_dur_aee_mesma_rede,nu_duracao_turma,nu_dur_ativ_comp_mesma_rede,nu_idade_referencia,nu_idade,nu_mes,tp_dependencia,tp_cor_raca,tp_sexo,in_necessidade_especial
35510721,118532519171,3793949,3793477,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,240,0,18,19,8,NA,0,2,0
35510722,122757559698,3788078,3787606,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,355,0,13,13,5,NA,0,2,0
35510723,118533142500,3791515,3791043,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,15,16,10,NA,2,2,0
35510724,118533157532,3788079,3787607,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,355,0,13,14,8,NA,3,2,0
35510725,118533162706,3791001,3790529,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,295,142,13,14,8,NA,3,2,0
35510726,118533162706,3792187,3791715,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,0,0,13,14,8,NA,3,2,0
35510727,118531775719,3786502,3786030,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,295,0,12,13,7,NA,3,2,0
35510728,122408325926,3790975,3790503,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2013,,,0,,355,0,11,12,11,NA,0,2,0
35510729,118530878077,3789647,3789175,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,355,0,14,14,3,NA,3,2,0
35510730,118531755521,3787268,3786796,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,295,0,15,16,12,NA,0,2,0
35510731,114451338491,3787246,3786774,15,23,0,2307304,1500602,76,0,0,0,0,0,0,0,0,0,474,1993,2013,,,0,,240,0,20,20,1,NA,0,2,0
35510732,124140035705,3789599,3789127,15,29,0,2927408,1500602,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,17,17,1,NA,0,2,0
35510733,117647296255,3793925,3793453,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,15,16,6,NA,0,1,0
35510734,117623237534,3788080,3787608,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,14,15,12,NA,0,1,0
35510735,111838402844,3788490,3788018,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1993,2013,,,0,,240,0,20,20,1,NA,0,2,0
35510736,117626323229,3788498,3788026,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,240,0,17,18,11,NA,0,1,0
35510737,111733327826,3788042,3787570,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1993,2013,,,0,,240,0,19,20,7,NA,0,2,0
35510738,113750472997,3786863,3786391,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,17,17,4,NA,3,2,0
35510739,118530870173,3786888,3786416,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,355,0,13,13,5,NA,3,2,0
35510740,118560621040,3788499,3788027,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,240,0,17,18,7,NA,3,2,0
35510741,119438552854,3787677,3787205,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,16,17,7,NA,0,2,0
35510742,121909526621,3788077,3787605,29,29,0,2927408,2910800,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,14,15,11,NA,3,2,0
35510743,118525314101,3789046,3788574,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,15,15,2,NA,3,2,0
35510744,117626166530,3788491,3788019,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,240,0,16,17,11,NA,3,2,0
35510745,112046817590,3786501,3786029,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,295,0,13,13,5,NA,1,2,0
35510746,124140035888,3786470,3785998,35,29,0,2927408,3550308,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,16,16,5,NA,0,2,0
35510747,117626327305,3789598,3789126,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,17,17,3,NA,0,2,0
35510748,118533523067,3792788,3792316,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,0,0,14,15,8,NA,0,1,0
35510749,118533523067,3792143,3791671,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,295,284,14,15,8,NA,0,1,0
35510750,118533523067,3793373,3792901,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,0,0,14,15,8,NA,0,1,0
35510751,118533358350,3786864,3786392,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,355,0,18,18,3,NA,3,1,0
35510752,111386925496,3790374,3789902,29,29,0,2927408,2905800,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,240,0,17,17,3,NA,0,1,0
35510753,117626226614,3786865,3786393,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,17,17,2,NA,0,2,0
35510754,117643274893,3789646,3789174,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,17,17,2,NA,0,1,0
35510755,110902864733,3790980,3790508,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1993,2013,,,0,,240,0,20,20,4,NA,0,1,0
35510756,117635582908,3789020,3788548,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,355,0,19,19,4,NA,0,1,0
35510758,117126869508,3790347,3789875,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,295,0,13,13,3,NA,3,2,0
35510759,118532547892,3792772,3792300,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,15,16,10,NA,3,2,0
35510760,117628594246,3786466,3785994,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,16,17,10,NA,3,2,0
35510761,112563626209,3788492,3788020,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,240,0,19,19,2,NA,3,2,0
35510763,118533146417,3792186,3791714,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2002,2013,,,0,,0,0,11,11,4,NA,0,2,0
35510764,118533146417,3792789,3792317,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2002,2013,,,0,,0,0,11,11,4,NA,0,2,0
35510765,118533146417,3790348,3789876,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2002,2013,,,0,,295,284,11,11,4,NA,0,2,0
35510766,118560015204,3791576,3791104,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,295,0,14,15,10,NA,3,2,0
35510767,119930584519,3787240,3786768,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1981,2013,,,0,,240,0,31,32,6,NA,0,2,0
35510768,118532538710,3786910,3786438,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,295,0,16,16,5,NA,3,2,0
35510769,117636752700,3787672,3787200,29,29,0,2927408,2905800,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,355,0,17,18,8,NA,3,2,0
35510770,118532522040,3793944,3793472,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,240,0,16,17,12,NA,3,2,0
35510771,118532519503,3787714,3787242,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,295,0,14,15,11,NA,0,2,0
35510772,120707615843,3790939,3790467,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,355,0,14,14,4,NA,0,2,0
35510773,118533471598,3792773,3792301,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,15,16,6,NA,3,2,0
35510774,116481715597,3790349,3789877,29,29,0,2927408,2919207,76,0,0,0,0,0,0,0,0,0,474,2001,2013,,,0,,295,0,11,12,6,NA,3,2,0
35510775,114470151008,3787673,3787201,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,355,0,17,18,7,NA,3,2,0
35510776,118532504573,3790993,3790521,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,295,0,18,19,12,NA,3,2,0
35510777,114085689931,3790940,3790468,29,29,0,2927408,2915502,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,15,15,4,NA,2,2,0
35510778,118532507084,3789648,3789176,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,355,0,17,18,7,NA,2,2,0
35510779,118533122232,3792776,3792304,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,15,15,1,NA,0,2,0
35510780,116424620809,3789622,3789150,33,29,0,2927408,3301702,76,0,0,0,0,0,0,0,0,0,474,2001,2013,,,0,,355,0,11,12,6,NA,0,2,0
35510781,116640750383,3793341,3792869,33,29,0,2927408,3305109,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,15,15,4,NA,0,2,0
35510782,118532522806,3789644,3789172,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,14,15,6,NA,3,2,0
35510783,118533127110,3792774,3792302,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,15,16,8,NA,2,1,0
35510784,118532503330,3792110,3791638,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,240,0,18,19,10,NA,0,1,0
35510785,118533158857,3787284,3786812,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,355,0,12,13,7,NA,3,1,0
35510786,119782604665,3792775,3792303,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,15,16,11,NA,3,1,0
35510787,119220820748,3790973,3790501,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2013,,,0,,355,0,12,12,5,NA,0,2,0
35510788,119878895768,3786499,3786027,29,29,0,2927408,2919207,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,295,0,13,14,8,NA,0,2,0
35510790,111688453511,3787701,3787229,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,240,0,16,17,8,NA,2,2,0
35510791,122147235600,3789043,3788571,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,355,0,13,14,7,NA,0,2,0
35510792,118533123395,3790994,3790522,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,295,0,16,16,5,NA,0,2,0
35510793,117626331329,3788069,3787597,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,16,17,11,NA,3,1,0
35510794,117643030161,3788070,3787598,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,355,0,17,18,10,NA,0,2,0
35510795,118533123980,3789623,3789151,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,15,16,10,NA,2,1,0
35510796,118530871579,3790350,3789878,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,295,0,17,17,5,NA,0,1,0
35510797,111431294828,3789613,3789141,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1993,2013,,,0,,355,0,19,20,7,NA,3,1,0
35510798,118532501981,3793372,3792900,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,0,0,13,13,2,NA,0,1,0
35510799,118532501981,3790946,3790474,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,295,284,13,13,2,NA,0,1,0
35510800,118532501981,3792790,3792318,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,0,0,13,13,2,NA,0,1,0
35511001,118533490975,3788081,3787609,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,14,15,12,NA,2,1,0
35511002,121844208590,3792171,3791699,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,295,426,16,16,5,NA,0,1,0
35511003,121844208590,3792188,3791716,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,0,0,16,16,5,NA,0,1,0
35511004,121844208590,3792791,3792319,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,0,0,16,16,5,NA,0,1,0
35511005,121844208590,3793374,3792902,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,0,0,16,16,5,NA,0,1,0
35511006,118533161645,3793926,3793454,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,14,15,12,NA,0,1,0
35511007,118533165470,3786890,3786418,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,355,0,13,13,2,NA,3,1,0
35511008,123704303622,3788500,3788028,29,29,0,2927408,2908309,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,240,0,18,18,2,NA,0,1,0
35511009,117626333534,3787678,3787206,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,17,17,1,NA,0,1,0
35511010,123704303894,3786503,3786031,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,295,142,12,13,11,NA,1,1,0
35511011,123704303894,3793375,3792903,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,0,0,12,13,11,NA,1,1,0
35511012,121099128390,3792120,3791648,29,29,0,2927408,2931707,76,0,0,0,0,0,0,0,0,0,474,1985,2013,,,0,,240,0,28,28,4,NA,0,2,0
35511013,110450401501,3788043,3787571,29,29,0,2927408,2917300,76,0,0,0,0,0,0,0,0,0,474,1991,2013,,,0,,240,0,21,22,10,NA,0,2,0
35511014,119338831700,3786471,3785999,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,16,17,11,NA,0,2,0
35511015,119766029473,3793927,3793455,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2013,,,0,,355,0,12,12,5,NA,3,2,0
35511016,118532888886,3787290,3786818,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2013,,,0,,355,0,11,12,6,NA,3,1,0
35511017,112603225218,3788082,3787610,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,355,0,14,14,2,NA,0,1,0
35511018,123704303975,3792172,3791700,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,295,0,14,14,1,NA,3,1,0
35511019,117626156144,3788467,3787995,29,29,0,2927408,2928604,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,355,0,19,19,3,NA,0,1,0
35511020,118532503500,3787679,3787207,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,16,17,6,NA,0,1,0
35511021,118533122909,3787269,3786797,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,295,0,17,17,5,NA,0,2,0
35511022,118531661462,3791592,3791120,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,16,17,9,NA,2,1,0
35511023,118533161564,3789649,3789177,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,15,15,1,NA,2,2,0
35511024,120791738204,3791591,3791119,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,355,0,18,19,8,NA,0,2,0
35511025,112467151980,3793342,3792870,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,355,0,18,19,11,NA,2,2,0
35511026,123591575401,3793343,3792871,29,29,0,2927408,2901304,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,355,0,18,18,1,NA,3,2,0
35511027,122147236097,3788076,3787604,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,355,0,13,14,7,NA,3,2,0
35511028,121272976369,3790942,3790470,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,15,16,8,NA,3,2,0
35511029,118533121260,3793928,3793456,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,15,16,9,NA,3,2,0
35511030,117626314319,3788524,3788052,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,295,0,17,17,5,NA,0,2,0
35511031,110148615430,3787702,3787230,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,240,0,18,19,12,NA,0,2,0
35511032,118533124871,3786902,3786430,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,355,0,14,14,3,NA,0,1,0
35511033,118530873512,3790342,3789870,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,14,15,7,NA,3,1,0
35511034,118532526380,3793940,3793468,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,14,15,6,NA,0,2,0
35511035,110782550168,3792767,3792295,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,295,0,18,18,1,NA,2,1,0
35511036,118532539440,3792164,3791692,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,295,284,14,15,12,NA,0,1,0
35511037,118532539440,3794462,3793990,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,0,0,14,15,12,NA,0,1,0
35511038,118532539440,3793365,3792893,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,0,0,14,15,12,NA,0,1,0
35511039,121939564645,3793335,3792863,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1961,2013,,,0,,240,0,51,52,10,NA,0,2,0
35511041,120818771045,3792768,3792296,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,295,0,13,14,6,NA,3,1,0
35511042,118812137902,3786493,3786021,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,240,0,16,17,12,NA,0,1,0
35511043,118532518361,3789637,3789165,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,16,16,5,NA,0,1,0
35511044,118531156903,3792750,3792278,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,295,0,15,15,1,NA,3,1,0
35511045,118530879553,3789034,3788562,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,295,142,14,15,12,NA,3,1,0
35511046,118530879553,3793386,3792914,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,0,0,14,15,12,NA,3,1,0
35511047,120421506228,3790941,3790469,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,355,0,14,14,2,NA,3,1,0
35511048,124140035969,3787241,3786769,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1961,2013,,,0,,240,0,51,52,7,NA,0,2,0
35511049,117626156225,3788071,3787599,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,16,17,11,NA,3,2,0
35511050,119135527136,3792111,3791639,29,29,0,2927408,2905008,76,0,0,0,0,0,0,0,0,0,474,1972,2013,,,0,,240,0,41,41,2,NA,3,2,0
35511051,120722126181,3788074,3787602,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,355,0,15,16,10,NA,0,2,0
35511052,124140036000,3788100,3787628,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1961,2013,,,0,,240,0,52,52,4,NA,2,2,0
35511053,120782720004,3788101,3787629,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1991,2013,,,0,,240,0,22,22,4,NA,0,2,0
35511054,121146273737,3792112,3791640,29,29,0,2927408,2914901,76,0,0,0,0,0,0,0,0,0,474,1981,2013,,,0,,240,0,32,32,2,NA,0,2,0
35511055,119219340770,3790370,3789898,29,29,0,2927408,2903276,76,0,0,0,0,0,0,0,0,0,474,1976,2013,,,0,,240,0,36,37,10,NA,1,2,0
35511056,117636086890,3793945,3793473,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1992,2013,,,0,,240,0,20,21,6,NA,3,2,0
35511057,119135418949,3787242,3786770,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1969,2013,,,0,,240,0,44,44,5,NA,0,2,0
35511058,123704304432,3792113,3791641,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1974,2013,,,0,,240,0,38,39,9,NA,3,2,0
35511059,118533000390,3787285,3786813,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,355,0,12,13,11,NA,3,2,0
35511060,119811415373,3786911,3786439,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,295,0,15,15,4,NA,2,2,0
35511062,118532546063,3786912,3786440,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,295,0,16,16,3,NA,3,2,0
35511063,113438879092,3792114,3791642,29,29,0,2927408,2914000,76,0,0,0,0,0,0,0,0,0,474,1992,2013,,,0,,240,0,21,21,4,NA,0,2,0
35511064,118532082130,3793946,3793474,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,240,0,16,17,10,NA,0,2,0
35511065,119707787251,3792115,3791643,29,29,0,2927408,2905800,76,0,0,0,0,0,0,0,0,0,474,1963,2013,,,0,,240,0,50,50,3,NA,0,2,0
35511066,122757561323,3792777,3792305,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,15,15,1,NA,0,1,0
35511067,118533164660,3787674,3787202,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,15,15,3,NA,2,1,0
35511068,113620158818,3790371,3789899,29,29,0,2927408,2928000,76,0,0,0,0,0,0,0,0,0,474,1977,2013,,,0,,240,0,35,36,12,NA,0,2,0
35511069,119207872594,3790372,3789900,29,29,0,2927408,2932903,76,0,0,0,0,0,0,0,0,0,474,1972,2013,,,0,,240,0,41,41,3,NA,0,2,0
35511070,118530873270,3790995,3790523,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,295,0,14,14,2,NA,0,2,0
35511071,119930593186,3788102,3787630,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1970,2013,,,0,,240,0,43,43,3,NA,3,2,0
35511072,118532521583,3793947,3793475,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2013,,,0,,240,0,16,16,4,NA,3,1,0
35511073,118533166108,3788075,3787603,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,355,0,13,13,3,NA,3,1,0
35511075,112261776119,3793948,3793476,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,240,0,19,19,1,NA,0,1,0
35511076,118532537749,3786500,3786028,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,295,0,13,14,8,NA,0,1,0
35511077,112442412291,3794471,3793999,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,0,0,12,13,6,NA,0,1,0
35511078,112442412291,3789624,3789152,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2013,,,0,,355,118,12,13,6,NA,0,1,0
35511079,118812729079,3788072,3787600,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,17,17,4,NA,2,1,0
35511080,117626314076,3788464,3787992,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,355,0,18,18,1,NA,0,1,0
35511081,122757561595,3792169,3791697,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,295,0,14,15,9,NA,1,1,0
35511082,118533122666,3788523,3788051,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,295,0,14,14,1,NA,3,1,0
35511083,121698054784,3790996,3790524,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,295,0,15,15,5,NA,3,1,0
35511084,122147237220,3790943,3790471,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,355,0,15,15,5,NA,0,1,0
35511085,122147237301,3791590,3791118,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,355,0,14,14,2,NA,0,1,0
35511086,117626203240,3786467,3785995,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2013,,,0,,355,0,16,17,12,NA,0,1,0
35511087,118562594120,3791577,3791105,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2013,,,0,,295,0,14,14,4,NA,2,1,0
35511088,117626299921,3792116,3791644,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2013,,,0,,240,0,19,19,3,NA,0,1,0
35511089,120682203938,3788525,3788053,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2013,,,0,,295,0,15,15,3,NA,3,1,0
35511090,117626332724,3786861,3786389,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2013,,,0,,355,0,18,18,3,NA,0,1,0
