id_matricula,id_aluno,id,Column1,co_uf_nasc,co_uf_end,co_curso_educ_profissional,co_municipio_end,co_municipio_nasc,co_pais_origem,in_autismo,in_baixa_visao,in_cegueira,in_def_auditiva,in_def_fisica,in_def_intelectual,in_def_multipla,in_surdez,in_surdocegueira,nome_escola_id,nu_ano,nu_ano_censo,nu_dias_atividade,nu_dur_aee_outras_redes,nu_dur_ativ_comp_outras_redes,nu_dur_aee_mesma_rede,nu_duracao_turma,nu_dur_ativ_comp_mesma_rede,nu_idade_referencia,nu_idade,nu_mes,tp_dependencia,tp_cor_raca,tp_sexo,in_necessidade_especial
55906181,118532503682,6532957,5261781,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,11,NA,0,2,0
55906182,118559521657,6536511,5265335,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,9,NA,2,2,0
55906183,117642716450,6530384,5259208,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,7,NA,0,2,0
55906184,118530781405,6529051,5257875,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,11,NA,2,2,0
55906185,117626208390,6540691,5269515,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,6,NA,0,2,0
55906186,118530874403,6532984,5261808,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1998,2010,,,,,,,,12,4,NA,3,1,0
55906187,114696658758,6524597,5253421,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,11,NA,0,1,0
55906188,118530399187,6535401,5264225,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1998,2010,,,,,,,,12,2,NA,2,2,0
55906189,122147240957,6541802,5270626,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,8,NA,3,2,0
55906190,113393988424,6529013,5257837,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,11,NA,0,2,0
55906191,118533298942,6538565,5267389,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,5,NA,3,2,0
55906192,118530879049,6538596,5267420,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,2,NA,0,2,0
55906193,118533142349,6532958,5261782,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,3,NA,3,2,0
55906194,122147241171,6541803,5270627,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1994,2010,,,,,,,,16,3,NA,3,2,0
55906195,113243106345,6526197,5255021,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,9,NA,3,2,0
55906196,114212976632,6540721,5269545,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,2,NA,0,1,0
55906197,118530785141,6536512,5265336,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1998,2010,,,,,,,,12,8,NA,3,2,0
55906198,114394563720,6523085,5251909,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,7,NA,0,1,0
55906199,112865752142,6529014,5257838,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,9,NA,0,2,0
55906200,110148671003,6529052,5257876,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1994,2010,,,,,,,,16,3,NA,0,1,0
55906201,118530409409,6526198,5255022,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,1,NA,1,2,0
55906202,111733349714,6524598,5253422,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,10,NA,3,2,0
55906203,118530784412,6535402,5264226,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,7,NA,3,2,0
55906204,118532542742,6532959,5261783,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,7,NA,0,2,0
55906205,119366628418,6523054,5251878,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,9,NA,0,2,0
55906206,118533495187,6538566,5267390,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,10,NA,3,2,0
55906207,118533472136,6540733,5269557,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,9,NA,0,2,0
55906208,114847516043,6526147,5254971,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,4,NA,3,2,0
55906209,117626333020,6531726,5260550,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,7,NA,0,2,0
55906210,119454021213,6523026,5251850,29,29,0,2927408,2929404,10,0,0,0,0,0,0,0,0,0,474,1984,2010,,,,,,,,26,5,NA,2,2,0
55906211,122147241252,6527647,5256471,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,12,NA,0,1,0
55906212,116491127183,6541804,5270628,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,2,NA,3,2,0
55906213,120799977429,6526164,5254988,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,12,NA,2,2,0
55906214,114998168630,6540692,5269516,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1994,2010,,,,,,,,16,10,NA,0,2,0
55906215,110804569451,6529053,5257877,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,8,NA,0,2,0
55906216,116007920142,6527648,5256472,29,29,0,2927408,2901007,10,0,0,0,0,0,0,0,0,0,474,1994,2010,,,,,,,,16,3,NA,3,1,0
55906217,120777450967,6523086,5251910,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,11,NA,3,2,0
55906218,117642592549,6538597,5267421,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,3,NA,2,2,0
55906219,118532506789,6540734,5269558,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,9,NA,3,1,0
55906220,117626939505,6540722,5269546,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1989,2010,,,,,,,,21,7,NA,0,1,0
55906221,119729567521,6524633,5253457,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1990,2010,,,,,,,,20,12,NA,0,1,0
55906222,112187390291,6534264,5263088,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,12,NA,0,1,0
55906223,111959842519,6524599,5253423,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,5,NA,3,1,0
55906224,119442942955,6529054,5257878,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,8,NA,2,1,0
55906225,119791007305,6538598,5267422,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,2,NA,0,1,0
55906226,122147241414,6536513,5265337,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,10,NA,3,1,0
55906227,114213502200,6527586,5256410,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,6,NA,0,1,0
55906228,110858338288,6526199,5255023,29,29,0,2927408,2905602,10,0,0,0,0,0,0,0,0,0,474,1990,2010,,,,,,,,20,9,NA,0,1,0
55906229,119332188601,6528982,5257806,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1990,2010,,,,,,,,20,3,NA,3,1,0
55906230,118533163850,6526165,5254989,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,5,NA,3,1,0
55906231,110374939313,6541805,5270629,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,1,NA,2,2,0
55906232,122147241503,6528983,5257807,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,8,NA,0,1,0
55906233,114997975590,6534244,5263068,29,29,0,2927408,2919207,10,0,0,0,0,0,0,0,0,0,474,1990,2010,,,,,,,,20,10,NA,0,1,0
55906234,118533137698,6532985,5261809,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1998,2010,,,,,,,,12,11,NA,3,1,0
55906235,119710291814,6541806,5270630,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,8,NA,3,1,0
55906236,120649159909,6534265,5263089,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,5,NA,3,1,0
55906237,111959824294,6541807,5270631,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,3,NA,2,1,0
55906238,112790269016,6528990,5257814,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1986,2010,,,,,,,,24,6,NA,0,1,0
55906239,111582098351,6526150,5254974,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1994,2010,,,,,,,,16,7,NA,2,1,0
55906240,118186626394,6534219,5263043,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,10,NA,0,1,0
55906241,112714794431,6523059,5251883,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,10,NA,0,1,0
55906242,118533123638,6536517,5265341,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1998,2010,,,,,,,,12,6,NA,1,1,0
55906243,119331621638,6531730,5260554,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,5,NA,0,1,0
55906244,111007874707,6530354,5259178,29,29,0,2927408,2917508,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,10,NA,3,2,0
55906245,110902727906,6529058,5257882,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,2,NA,0,1,0
55906246,110827860985,6541808,5270632,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,7,NA,3,2,0
55906247,111204966167,6530355,5259179,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,7,NA,2,1,0
55906248,111054891086,6528991,5257815,29,29,0,2927408,2914505,10,0,0,0,0,0,0,0,0,0,474,1968,2010,,,,,,,,42,8,NA,3,2,0
55906249,117626169041,6541809,5270633,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,10,NA,3,2,0
55906250,110676848914,6531731,5260555,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1994,2010,,,,,,,,16,3,NA,0,2,0
55906251,118884792214,6527593,5256417,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,5,NA,3,2,0
55906252,110978270540,6530389,5259213,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,5,NA,3,2,0
55906253,118530925415,6538571,5267395,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,12,NA,3,2,0
55906254,114999097302,6529059,5257883,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,11,NA,0,2,0
55906255,113620110700,6526151,5254975,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,8,NA,3,2,0
55906256,120385065158,6530390,5259214,29,29,0,2927408,2914802,10,0,0,0,0,0,0,0,0,0,474,1984,2010,,,,,,,,26,5,NA,3,2,0
55906257,112714695026,6530356,5259180,29,29,0,2927408,2914505,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,9,NA,2,2,0
55906258,119435139450,6528992,5257816,29,29,0,2927408,2904902,10,0,0,0,0,0,0,0,0,0,474,1964,2010,,,,,,,,46,1,NA,3,2,0
55906259,114319407635,6530391,5259215,29,29,0,2927408,2908002,10,0,0,0,0,0,0,0,0,0,474,1981,2010,,,,,,,,29,8,NA,0,2,0
55906260,122147241686,6534220,5263044,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1975,2010,,,,,,,,35,8,NA,2,2,0
55906261,118533474341,6538572,5267396,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,6,NA,3,2,0
55906262,111355709066,6524603,5253427,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,6,NA,2,2,0
55906263,112186569565,6530392,5259216,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1966,2010,,,,,,,,44,7,NA,0,1,0
55906264,111431383502,6541810,5270634,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,3,NA,3,1,0
55906265,112940956927,6523092,5251916,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1994,2010,,,,,,,,16,5,NA,0,1,0
55906266,120737270186,6530419,5259243,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,2,NA,0,1,0
55906267,120720242346,6539654,5268478,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1998,2010,,,,,,,,12,4,NA,0,1,0
55906268,121061426768,6532960,5261784,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1994,2010,,,,,,,,16,7,NA,0,1,0
55906269,118530880136,6532987,5261811,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1999,2010,,,,,,,,11,5,NA,2,1,0
55906270,113092172549,6541811,5270635,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,3,NA,3,1,0
55906271,121206273398,6539655,5268479,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1998,2010,,,,,,,,12,3,NA,3,1,0
55906272,118533158342,6538600,5267424,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,8,NA,3,1,0
55906273,111884357015,6529060,5257884,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,3,NA,3,1,0
55906274,111688867596,6539656,5268480,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,8,NA,3,1,0
55906275,122147241848,6538573,5267397,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,7,NA,0,1,0
55906276,118532520501,6531697,5260521,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,2,NA,0,2,0
55906277,122147242062,6534221,5263045,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1990,2010,,,,,,,,20,4,NA,0,2,0
55906278,117626176846,6533033,5261857,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,3,NA,3,2,0
55906279,118533124014,6531698,5260522,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,3,NA,2,1,0
55906280,110525814980,6530357,5259181,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1990,2010,,,,,,,,20,6,NA,2,1,0
55906281,118533511484,6537547,5266371,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1999,2010,,,,,,,,11,11,NA,3,1,0
55906282,119301658622,6534222,5263046,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,10,NA,0,1,0
55906283,117626581600,6541812,5270636,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,5,NA,3,1,0
55906284,122147242143,6531732,5260556,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,11,NA,0,1,0
55906285,118536177178,6531733,5260557,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1994,2010,,,,,,,,16,9,NA,2,1,0
55906286,116776443032,6531699,5260523,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1996,2010,,,,,,,,14,3,NA,3,1,0
55906287,113092169165,6541853,5270677,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,7,NA,0,1,0
55906288,118532540960,6535369,5264193,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,11,NA,2,1,0
55906289,117644757391,6523060,5251884,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1995,2010,,,,,,,,15,4,NA,0,1,0
55906290,122147242224,6531700,5260524,29,29,0,2927408,2917607,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,4,NA,0,1,0
55906291,122147242305,6531701,5260525,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,8,NA,3,1,0
55906292,119443192208,6533034,5261858,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,2,NA,0,1,0
55906293,119855650300,6541813,5270637,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1994,2010,,,,,,,,16,3,NA,2,1,0
55906294,111884501230,6530393,5259217,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1989,2010,,,,,,,,21,4,NA,2,1,0
55906295,119364450506,6523061,5251885,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,10,NA,0,1,0
55906296,122147242496,6531756,5260580,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,10,NA,1,1,0
55906297,111808775782,6526152,5254976,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,10,NA,3,1,0
55906298,118532518108,6531702,5260526,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1997,2010,,,,,,,,13,12,NA,3,1,0
55906299,122147242577,6523029,5251853,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1986,2010,,,,,,,,24,5,NA,3,1,0
55906300,118533164318,6539657,5268481,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1998,2010,,,,,,,,12,2,NA,3,2,0
55906301,120767587986,6540739,5269563,29,29,0,2910800,2927408,10,0,0,0,0,0,0,0,0,0,474,1999,2010,,,,,,,,11,3,NA,0,2,0
55906302,122147242658,6540740,5269564,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1998,2010,,,,,,,,12,5,NA,0,2,0
55906303,110601190130,6527594,5256418,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,11,NA,3,2,0
55906304,117626565745,6530394,5259218,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1993,2010,,,,,,,,17,7,NA,0,2,0
55906305,118533166019,6537548,5266372,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1999,2010,,,,,,,,11,7,NA,0,1,0
55906306,119007305882,6524604,5253428,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1992,2010,,,,,,,,18,6,NA,3,1,0
55906307,112714693244,6531670,5260494,29,29,0,2927408,2927408,10,0,0,0,0,0,0,0,0,0,474,1991,2010,,,,,,,,19,1,NA,3,1,0
59491132,111960920528,5661122,4389946,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1989,2012,,,0,,240,0,,23,1,NA,3,1,0
59491133,117626328611,5665604,4394428,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2012,,,0,,240,0,,18,6,NA,0,1,0
59491134,123704298106,5586075,4314899,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2012,,,0,,355,270,,12,5,NA,0,1,0
59491135,123704298289,5568044,4296868,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1992,2012,,,0,,240,0,,20,10,NA,3,1,0
59491136,118533124367,5660703,4389527,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2012,,,0,,295,0,,14,4,NA,0,1,0
59491137,118843879501,5580132,4308956,29,29,0,2927408,2929008,76,0,0,0,0,0,0,0,0,0,474,1994,2012,,,0,,355,0,,18,4,NA,2,1,0
59491138,118560046940,5567672,4296496,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1974,2012,,,0,,240,0,,38,8,NA,3,1,0
59491139,118530877500,5574315,4303139,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2012,,,0,,295,0,,17,4,NA,3,2,0
59491140,110481593020,5661123,4389947,29,29,0,2927408,2911204,76,0,0,0,0,0,0,0,0,0,474,1995,2012,,,0,,240,0,,17,12,NA,3,2,0
59491141,118533162021,5655158,4383982,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2012,,,0,,355,270,,13,6,NA,3,1,0
59491142,118532502287,5586076,4314900,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2012,,,0,,355,270,,12,10,NA,3,1,0
59491143,122757550550,5567868,4296692,29,29,0,2927408,2924801,76,0,0,0,0,0,0,0,0,0,474,1997,2012,,,0,,295,275,,15,3,NA,0,1,0
59491144,118533492080,5580249,4309073,29,29,0,2927408,2930709,76,0,0,0,0,0,0,0,0,0,474,1999,2012,,,0,,355,270,,13,4,NA,0,1,0
59491145,118533125843,5580250,4309074,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2012,,,0,,355,0,,16,1,NA,3,2,0
59491146,118533140990,5591834,4320658,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2012,,,0,,355,0,,13,12,NA,3,2,0
59491147,119472771628,5660242,4389066,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2012,,,0,,355,0,,15,5,NA,2,2,0
59491148,118533122402,5660957,4389781,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2012,,,0,,355,0,,14,8,NA,0,2,0
59491149,118533160673,5585773,4314597,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2012,,,0,,295,275,,13,8,NA,3,2,0
59491150,111808772171,5567674,4296498,29,29,0,2927408,2913705,76,0,0,0,0,0,0,0,0,0,474,1994,2012,,,0,,240,0,,18,10,NA,0,2,0
59491151,111129371106,5580126,4308950,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1992,2012,,,0,,240,0,,20,6,NA,0,2,0
59491152,123704298360,5573987,4302811,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1978,2012,,,0,,240,0,,34,6,NA,3,1,0
59491153,117643270804,5655410,4384234,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2012,,,0,,295,0,,16,8,NA,3,1,0
59491154,111808806173,5573988,4302812,29,29,0,2927408,2917508,76,0,0,0,0,0,0,0,0,0,474,1992,2012,,,0,,240,0,,20,2,NA,3,1,0
59491155,122757550631,5567869,4296693,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2012,,,0,,295,0,,17,5,NA,3,1,0
59491156,111280429754,5568045,4296869,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1994,2012,,,0,,240,0,,18,8,NA,3,1,0
59491157,117628999734,5568046,4296870,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1992,2012,,,0,,240,0,,20,11,NA,0,1,0
59491158,110450408190,5655150,4383974,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1992,2012,,,0,,240,0,,20,5,NA,0,1,0
59491159,118287889617,5655151,4383975,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1993,2012,,,0,,240,0,,19,10,NA,0,1,0
59491160,123704298440,5567675,4296499,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1993,2012,,,0,,240,0,,19,9,NA,3,1,0
59491161,117650633453,5567636,4296460,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2012,,,0,,355,0,,17,1,NA,5,1,0
59491162,122757550801,5655159,4383983,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2012,,,0,,355,0,,13,11,NA,2,1,0
59491163,117650309354,5660441,4389265,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1995,2012,,,0,,295,0,,17,4,NA,0,2,0
59491164,118533314905,5574133,4302957,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1993,2012,,,0,,355,0,,19,6,NA,3,2,0
59491165,118802537630,5574023,4302847,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2012,,,0,,355,0,,16,10,NA,2,2,0
59491166,116453132124,5660813,4389637,29,29,0,2927408,2920601,76,0,0,0,0,0,0,0,0,0,474,1994,2012,,,0,,355,270,,18,6,NA,0,1,0
59491167,117141442404,5567870,4296694,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2000,2012,,,0,,295,275,,12,4,NA,2,1,0
59491168,118532504140,5660243,4389067,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2012,,,0,,355,0,,16,3,NA,2,2,0
59491169,118532521400,5655429,4384253,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1996,2012,,,0,,295,275,,16,9,NA,2,2,0
59491170,122147225990,5660833,4389657,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1997,2012,,,0,,355,0,,15,8,NA,0,2,0
59491171,119575893530,5580251,4309075,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,2001,2012,,,0,,355,270,,11,4,NA,0,1,0
59491172,111808817531,5567866,4296690,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1992,2012,,,0,,240,0,,20,3,NA,3,1,0
59491173,118533510402,5591835,4320659,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1999,2012,,,0,,355,0,,13,6,NA,3,1,0
59491174,118532538206,5580252,4309076,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1998,2012,,,0,,355,0,,14,2,NA,3,1,0
59491175,119351607371,5580127,4308951,29,29,0,2927408,2927408,76,0,0,0,0,0,0,0,0,0,474,1988,2012,,,0,,240,0,,24,9,NA,3,1,0
